"Reference","Left","KWIC","Right"
"doc#27","agus a gcuid gníomhairí a raibh aithne shúl nó clostrácht aige orthu , cáil na héagsúlachta agus na hindibhidiúlachta","a","bhí ar a bhailiúchán aigesean . </s><s> Nach raibh slaitín draíochta Crowley ( '' the Beast '' ) aige ? </s><s> San Íoslainn a thángthas ar an"
"doc#27","gcuid gníomhairí a raibh aithne shúl nó clostrácht aige orthu , cáil na héagsúlachta agus na hindibhidiúlachta a bhí ar","a","bhailiúchán aigesean . </s><s> Nach raibh slaitín draíochta Crowley ( '' the Beast '' ) aige ? </s><s> San Íoslainn a thángthas ar an tseoid"
"doc#27","a bhí ar a bhailiúchán aigesean . </s><s> Nach raibh slaitín draíochta Crowley ( '' the Beast '' ) aige ? </s><s> San Íoslainn","a","thángthas ar an tseoid sin . </s><s> Má ba sheoid í . </s><s> Cad eile ! </s><s> Ná fuair sé tairiscint 95,000 dollar air ? </s><s> Má fuair níor fhreagair sé"
"doc#27","<s> Cad eile ! </s><s> Ná fuair sé tairiscint 95,000 dollar air ? </s><s> Má fuair níor fhreagair sé an facs . </s><s> Facsanna óna ghníomhairí amháin","a","d'' fhreagraíodh sé . </s><s> Deirtear go mba bhailitheoir cruthanta é Randal ó baineadh den chíoch é . </s><s> Bhailíodh sé maidí"
"doc#27","lasán , rollaí leithris agus ina dhiaidh sin stampaí , boinn airgid , ciaróga marbha , coimeádáin fholmha bheoldath","a","mháthar . </s><s> Gach aon ní riamh dár bhailigh sé agus a phraghas ( má bhí ) , ionad bailithe , agus an dáta , bhí siad breactha síos"
"doc#27","stampaí , boinn airgid , ciaróga marbha , coimeádáin fholmha bheoldath a mháthar . </s><s> Gach aon ní riamh dár bhailigh sé agus","a","phraghas ( má bhí ) , ionad bailithe , agus an dáta , bhí siad breactha síos go deas néata aige i mórleabhar cuntas . </s><s> Iad siúd"
"doc#27","... stair na n-iarsmaí agus ar bhain díobh i gcaitheamh na nglún . </s><s> Níor dhuine péacógach riamh é - an croiméal tanaí","a","choimeád néata agus saor ó mheirg an nicitín príomhchúram toilette na maidine agus an tráthnóna . </s><s> A chomhairle féin a"
"doc#27","é - an croiméal tanaí a choimeád néata agus saor ó mheirg an nicitín príomhchúram toilette na maidine agus an tráthnóna . </s><s>","A","chomhairle féin a choinneáil , an deannach a ghlanadh dá thaisce uair sa tseachtain , striapach bhuí ag béicíl as Sínis"
"doc#27","a choimeád néata agus saor ó mheirg an nicitín príomhchúram toilette na maidine agus an tráthnóna . </s><s> A chomhairle féin","a","choinneáil , an deannach a ghlanadh dá thaisce uair sa tseachtain , striapach bhuí ag béicíl as Sínis agus í ag tabhairt"
"doc#27","ó mheirg an nicitín príomhchúram toilette na maidine agus an tráthnóna . </s><s> A chomhairle féin a choinneáil , an deannach","a","ghlanadh dá thaisce uair sa tseachtain , striapach bhuí ag béicíl as Sínis agus í ag tabhairt sásaimh di féin , nó ag"
"doc#27","as Sínis agus í ag tabhairt sásaimh di féin , nó ag ligean uirthi , i seomra leapa uimhir 47 - aois Randal - sa Bhurlington ar","a","lá breithe agus uimhir 48 a chur in áirithe ansin dhá mhí dhéag roimh ré agus bhí sé sásta . </s><s> B'' fhuirist é a shásamh . </s><s> Fort"
"doc#27","sásaimh di féin , nó ag ligean uirthi , i seomra leapa uimhir 47 - aois Randal - sa Bhurlington ar a lá breithe agus uimhir 48","a","chur in áirithe ansin dhá mhí dhéag roimh ré agus bhí sé sásta . </s><s> B'' fhuirist é a shásamh . </s><s> Fort Knox an leasainm a bhí ag a"
"doc#27","sa Bhurlington ar a lá breithe agus uimhir 48 a chur in áirithe ansin dhá mhí dhéag roimh ré agus bhí sé sásta . </s><s> B'' fhuirist é","a","shásamh . </s><s> Fort Knox an leasainm a bhí ag a chomhbhailitheoirí ar an árasán scópúil aige i nDroichead na Dothra . </s><s> Thuigfeá"
"doc#27","uimhir 48 a chur in áirithe ansin dhá mhí dhéag roimh ré agus bhí sé sásta . </s><s> B'' fhuirist é a shásamh . </s><s> Fort Knox an leasainm","a","bhí ag a chomhbhailitheoirí ar an árasán scópúil aige i nDroichead na Dothra . </s><s> Thuigfeá as sin go mba bhailitheoir glas é"
"doc#27","48 a chur in áirithe ansin dhá mhí dhéag roimh ré agus bhí sé sásta . </s><s> B'' fhuirist é a shásamh . </s><s> Fort Knox an leasainm a bhí ag","a","chomhbhailitheoirí ar an árasán scópúil aige i nDroichead na Dothra . </s><s> Thuigfeá as sin go mba bhailitheoir glas é chomh"
"doc#27","go mba bhailitheoir glas é chomh maith le gach ní eile , glas don gheata , glas don doras , glas lámh , gan trácht ar an ngléas","a","bhí ar an bhfalla , crios geanmnaíochta . </s><s> Chaithfeá a bheith i do Houdíní ceart chun bualadh isteach gan choinne ar"
"doc#27",", glas don gheata , glas don doras , glas lámh , gan trácht ar an ngléas a bhí ar an bhfalla , crios geanmnaíochta . </s><s> Chaithfeá","a","bheith i do Houdíní ceart chun bualadh isteach gan choinne ar Randal . </s><s> Bhí an ghráin aige ar iriseoirí , ar"
"doc#27","isteach gan choinne ar Randal . </s><s> Bhí an ghráin aige ar iriseoirí , ar ghrianghrafadóirí - seachas na máistrí , ar ndóigh ,","a","bhailíodh sé - agus ar lucht ráflaíochta . </s><s> Beag an baol go bhfaighidh na bligeaird sin amach faoi bhróg Khruschev , an"
"doc#27","sé - agus ar lucht ráflaíochta . </s><s> Beag an baol go bhfaighidh na bligeaird sin amach faoi bhróg Khruschev , an bhróg úd","a","bhain an ceannaire Sóivéadach de gur thug batráil don bhord léi . </s><s> B'' in í an t-aon mhír dá bhailiúchán nach raibh luaite sa"
"doc#27","bhailiúchán nach raibh luaite sa mhórleabhar cuntas aige agus an t-aon earra nach mbíodh faoi ghlas aige . </s><s> Is amhlaidh","a","d'' iompraíodh sé leis í i bpóca a chasóige , i ngan fhios don saol , i ngan fhios d'' iriseoirí . </s><s> Ach IRP60 sa bhreis a"
"doc#27","sa mhórleabhar cuntas aige agus an t-aon earra nach mbíodh faoi ghlas aige . </s><s> Is amhlaidh a d'' iompraíodh sé leis í i bpóca","a","chasóige , i ngan fhios don saol , i ngan fhios d'' iriseoirí . </s><s> Ach IRP60 sa bhreis a thabhairt di , cá bhfios ná go ligfeadh an"
"doc#27","amhlaidh a d'' iompraíodh sé leis í i bpóca a chasóige , i ngan fhios don saol , i ngan fhios d'' iriseoirí . </s><s> Ach IRP60 sa bhreis","a","thabhairt di , cá bhfios ná go ligfeadh an striapach dó a tóinín bhuí a leadradh le bróg Khruschev ar an gcéad lá breithe"
"doc#27","fhios don saol , i ngan fhios d'' iriseoirí . </s><s> Ach IRP60 sa bhreis a thabhairt di , cá bhfios ná go ligfeadh an striapach dó","a","tóinín bhuí a leadradh le bróg Khruschev ar an gcéad lá breithe eile aige . </s><s> Ó , a Mhaighdean , nár mhilis é ! </s><s> Sháraigh an"
"doc#27","saol , i ngan fhios d'' iriseoirí . </s><s> Ach IRP60 sa bhreis a thabhairt di , cá bhfios ná go ligfeadh an striapach dó a tóinín bhuí","a","leadradh le bróg Khruschev ar an gcéad lá breithe eile aige . </s><s> Ó , a Mhaighdean , nár mhilis é ! </s><s> Sháraigh an bhróg an bhean"
"doc#27","di , cá bhfios ná go ligfeadh an striapach dó a tóinín bhuí a leadradh le bróg Khruschev ar an gcéad lá breithe eile aige . </s><s> Ó ,","a","Mhaighdean , nár mhilis é ! </s><s> Sháraigh an bhróg an bhean agus sháraigh an bhean an diabhal . </s><s> Sháraigh sí an ruga ornáideach"
"doc#27","ghlúin de lámaí , sháraigh sí an litir bhreá úd ó Thomás Ó Criomhthain ... Dhá mhí tar éis don Aontas Sóivéadach titim as","a","chéile is ea a tharla sé , facs ó Phrág . </s><s> Bhí sé ar an gcéad eitleán eile . </s><s> D'' aithin sé roinnt dá chomhbhailitheoirí sa"
"doc#27",", sháraigh sí an litir bhreá úd ó Thomás Ó Criomhthain ... Dhá mhí tar éis don Aontas Sóivéadach titim as a chéile is ea","a","tharla sé , facs ó Phrág . </s><s> Bhí sé ar an gcéad eitleán eile . </s><s> D'' aithin sé roinnt dá chomhbhailitheoirí sa chathair ársa sin"
"doc#27","cén t-ainm atá air , gamal ó Ghlaschú , agus Kleinstein féin ó Phittsburgh . </s><s> Ar an tríú lá dó i bPrág tharla an triúr acu","a","bheith sa tábhairne céanna , an James Joyce , caife gaelach á ól ag Randal , fuisce ag gníomhaire McGregor agus fíon á ól ag"
"doc#27","agus fíon á ól ag Kleinstein - beoir nó Guinness ag an gcuid is mó de na custaiméirí - iad ag ligean orthu nach bhfacadar","a","chéile , nár aithníodar a chéile , Randal sáite in iris liteartha , Trafika , a bhí á foilsiú ag Poncánaigh léannta i bPrág"
"doc#27","- beoir nó Guinness ag an gcuid is mó de na custaiméirí - iad ag ligean orthu nach bhfacadar a chéile , nár aithníodar","a","chéile , Randal sáite in iris liteartha , Trafika , a bhí á foilsiú ag Poncánaigh léannta i bPrág , gan ar a chumas díriú ar"
"doc#27","- iad ag ligean orthu nach bhfacadar a chéile , nár aithníodar a chéile , Randal sáite in iris liteartha , Trafika ,","a","bhí á foilsiú ag Poncánaigh léannta i bPrág , gan ar a chumas díriú ar an leagan Béarla de shliocht as úrscéal le"
"doc#27",", nár aithníodar a chéile , Randal sáite in iris liteartha , Trafika , a bhí á foilsiú ag Poncánaigh léannta i bPrág , gan ar","a","chumas díriú ar an leagan Béarla de shliocht as úrscéal le Vítneamach éigin . </s><s> Bhailigh sé leis as an áit , d'' fhág an iris"
"doc#27",". </s><s> Bíodh aige ! </s><s> Troscán eaglaisí - agus ní Críostaí é fiú amháin ach Giúdach . </s><s> D'' fhéadfadh gurb in é an fáth nach ngoilleann","a","choinsias air . </s><s> Ach nár Ghiúdach é an chéad Chríostaí ar a shon san - nó an ceart Críostaí a thabhairt ar Chríost ? </s>"
"doc#27","ach Giúdach . </s><s> D'' fhéadfadh gurb in é an fáth nach ngoilleann a choinsias air . </s><s> Ach nár Ghiúdach é an chéad Chríostaí ar","a","shon san - nó an ceart Críostaí a thabhairt ar Chríost ? </s><s> Kleinstein agus a chuid cailísí agus íocón agus lampaí sanctóra"
"doc#27","gurb in é an fáth nach ngoilleann a choinsias air . </s><s> Ach nár Ghiúdach é an chéad Chríostaí ar a shon san - nó an ceart Críostaí","a","thabhairt ar Chríost ? </s><s> Kleinstein agus a chuid cailísí agus íocón agus lampaí sanctóra agus ... is dócha nár chuala sé"
"doc#27","air . </s><s> Ach nár Ghiúdach é an chéad Chríostaí ar a shon san - nó an ceart Críostaí a thabhairt ar Chríost ? </s><s> Kleinstein agus","a","chuid cailísí agus íocón agus lampaí sanctóra agus ... is dócha nár chuala sé trácht ar Khruschev ! </s><s> 14,000 dollar ! </s><s> Cad is"
"doc#27","! </s><s> Cad is 14,000 dollar ann ? </s><s> Ní faic é agus seoid chomh fíor-neamhghnách le bróg Nikita Khruschev aige ina sheilbh . </s><s> Beidh","a","dhá oiread uirthi roimh dheireadh an chéid . </s><s> Bíodh - ní scarfaidh sé léi go brách . </s><s> Mhóidigh na Rúisigh '' dar cnámha an"
"doc#27","- ní scarfaidh sé léi go brách . </s><s> Mhóidigh na Rúisigh '' dar cnámha an tSáir '' nach n-inseoidís do Chríostaí beo ná marbh cé","a","cheannaigh an bhróg uathu . </s><s> Bhí gnó déanta ag Randal leis an dream seo cheana . </s><s> Scabhtaeirí ... ach ní ligfidís síos tú . </s>"
"doc#27",". </s><s> Scabhtaeirí ... ach ní ligfidís síos tú . </s><s> Bhí ciall cheannaithe ag Mafia na Rúise faoin am sin , iad sách stuama agus gan","a","thitim amach lena chuid gníomhairí , nó go deimhin , leis féin nó bailitheoir bona fide ar bith . </s><s> Bob a bhualadh air ? </s><s> Ó"
"doc#27","sách stuama agus gan a thitim amach lena chuid gníomhairí , nó go deimhin , leis féin nó bailitheoir bona fide ar bith . </s><s> Bob","a","bhualadh air ? </s><s> Ó aimsir '' Dhialanna Hitler '' bhí an dá thaobh , díoltóirí agus ceannaitheoirí , fachta an-cháiréiseach . </s>"
"doc#27","Hitler '' bhí an dá thaobh , díoltóirí agus ceannaitheoirí , fachta an-cháiréiseach . </s><s> Locht ar bith ní fhéadfadh sé","a","fháil ar na cáipéisí . </s><s> Tar éis dó féin agus na gníomhairí an fhianaise a sheiceáil agus a athsheiceáil , ba ríléir go mba í"
"doc#27","an-cháiréiseach . </s><s> Locht ar bith ní fhéadfadh sé a fháil ar na cáipéisí . </s><s> Tar éis dó féin agus na gníomhairí an fhianaise","a","sheiceáil agus a athsheiceáil , ba ríléir go mba í bróg Khruschev a bhí aige gan aon agó . </s><s> Ní fhéadfadh sé é a mhíniú i gceart"
"doc#27",". </s><s> Locht ar bith ní fhéadfadh sé a fháil ar na cáipéisí . </s><s> Tar éis dó féin agus na gníomhairí an fhianaise a sheiceáil agus","a","athsheiceáil , ba ríléir go mba í bróg Khruschev a bhí aige gan aon agó . </s><s> Ní fhéadfadh sé é a mhíniú i gceart dó féin ach ar"
"doc#27",". </s><s> Tar éis dó féin agus na gníomhairí an fhianaise a sheiceáil agus a athsheiceáil , ba ríléir go mba í bróg Khruschev","a","bhí aige gan aon agó . </s><s> Ní fhéadfadh sé é a mhíniú i gceart dó féin ach ar chuma éigin ba é buaic a shaoil mar bhailitheoir é an"
"doc#27","an fhianaise a sheiceáil agus a athsheiceáil , ba ríléir go mba í bróg Khruschev a bhí aige gan aon agó . </s><s> Ní fhéadfadh sé é","a","mhíniú i gceart dó féin ach ar chuma éigin ba é buaic a shaoil mar bhailitheoir é an gnó sin a deineadh i bPrág . </s><s> Stáisiúin na"
"doc#27","ríléir go mba í bróg Khruschev a bhí aige gan aon agó . </s><s> Ní fhéadfadh sé é a mhíniú i gceart dó féin ach ar chuma éigin ba é buaic","a","shaoil mar bhailitheoir é an gnó sin a deineadh i bPrág . </s><s> Stáisiúin na Croise , umair ghreanta baiste , orgáin fiú amháin . </s>"
"doc#27","gan aon agó . </s><s> Ní fhéadfadh sé é a mhíniú i gceart dó féin ach ar chuma éigin ba é buaic a shaoil mar bhailitheoir é an gnó sin","a","deineadh i bPrág . </s><s> Stáisiúin na Croise , umair ghreanta baiste , orgáin fiú amháin . </s><s> Nithe mar sin a bhí ag teastáil go géar"
"doc#27","é an gnó sin a deineadh i bPrág . </s><s> Stáisiúin na Croise , umair ghreanta baiste , orgáin fiú amháin . </s><s> Nithe mar sin","a","bhí ag teastáil go géar ó McGregor agus Kleinstein agus a fhios acu go ndúnfadh na doirse orthu go luath . </s><s> Bíodh acu - cén"
"doc#27",", umair ghreanta baiste , orgáin fiú amháin . </s><s> Nithe mar sin a bhí ag teastáil go géar ó McGregor agus Kleinstein agus","a","fhios acu go ndúnfadh na doirse orthu go luath . </s><s> Bíodh acu - cén gnó a bheadh aigesean le fuinneoga gloinedhaite , le"
"doc#27","ag teastáil go géar ó McGregor agus Kleinstein agus a fhios acu go ndúnfadh na doirse orthu go luath . </s><s> Bíodh acu - cén gnó","a","bheadh aigesean le fuinneoga gloinedhaite , le mósáic thaobh-altóra . </s><s> Nithe a raghadh isteach ina árasán féin seachas"
"doc#27","doirse orthu go luath . </s><s> Bíodh acu - cén gnó a bheadh aigesean le fuinneoga gloinedhaite , le mósáic thaobh-altóra . </s><s> Nithe","a","raghadh isteach ina árasán féin seachas i músaem a theastaigh ó Randal , iad faoi raon láimhe i gcónaí , nithe a d''"
"doc#27","le fuinneoga gloinedhaite , le mósáic thaobh-altóra . </s><s> Nithe a raghadh isteach ina árasán féin seachas i músaem","a","theastaigh ó Randal , iad faoi raon láimhe i gcónaí , nithe a d'' fhéadfaí a láimhseáil chomh maith le breathnú orthu . </s><s> Níl a"
"doc#27",". </s><s> Nithe a raghadh isteach ina árasán féin seachas i músaem a theastaigh ó Randal , iad faoi raon láimhe i gcónaí , nithe","a","d'' fhéadfaí a láimhseáil chomh maith le breathnú orthu . </s><s> Níl a fhios ag éinne go dtí an lá atá inniu conas a d'' éirigh le"
"doc#27","isteach ina árasán féin seachas i músaem a theastaigh ó Randal , iad faoi raon láimhe i gcónaí , nithe a d'' fhéadfaí","a","láimhseáil chomh maith le breathnú orthu . </s><s> Níl a fhios ag éinne go dtí an lá atá inniu conas a d'' éirigh le Kleinstein an"
"doc#27","a theastaigh ó Randal , iad faoi raon láimhe i gcónaí , nithe a d'' fhéadfaí a láimhseáil chomh maith le breathnú orthu . </s><s> Níl","a","fhios ag éinne go dtí an lá atá inniu conas a d'' éirigh le Kleinstein an phuilpid sin ( ón gcúigiú haois déag ) a thabhairt"
"doc#27","i gcónaí , nithe a d'' fhéadfaí a láimhseáil chomh maith le breathnú orthu . </s><s> Níl a fhios ag éinne go dtí an lá atá inniu conas","a","d'' éirigh le Kleinstein an phuilpid sin ( ón gcúigiú haois déag ) a thabhairt ar ais leis go Pittsburgh . </s><s> Dhera , bíodh aige"
"doc#27","orthu . </s><s> Níl a fhios ag éinne go dtí an lá atá inniu conas a d'' éirigh le Kleinstein an phuilpid sin ( ón gcúigiú haois déag )","a","thabhairt ar ais leis go Pittsburgh . </s><s> Dhera , bíodh aige , é féin is a phuilpid darach agus go dtite sí anuas air ! </s><s> Thógfadh"
"doc#27","le Kleinstein an phuilpid sin ( ón gcúigiú haois déag ) a thabhairt ar ais leis go Pittsburgh . </s><s> Dhera , bíodh aige , é féin is","a","phuilpid darach agus go dtite sí anuas air ! </s><s> Thógfadh sé amach í ó am go chéile agus shnasaíodh í agus bhreathnaíodh sé"
"doc#27","agus go dtite sí anuas air ! </s><s> Thógfadh sé amach í ó am go chéile agus shnasaíodh í agus bhreathnaíodh sé uirthi . </s><s> Bróg ab ea í","a","chonaic na milliúin daoine ag an am - bróg a bhfuil grianghraf di feicthe ag na milliúin ó shin . </s><s> Agus bholaíodh sé í . </s><s> Bróg"
"doc#27","í ó am go chéile agus shnasaíodh í agus bhreathnaíodh sé uirthi . </s><s> Bróg ab ea í a chonaic na milliúin daoine ag an am - bróg","a","bhfuil grianghraf di feicthe ag na milliúin ó shin . </s><s> Agus bholaíodh sé í . </s><s> Bróg leathair . </s><s> Dhá bhliain ina dhiaidh sin ,"
"doc#27","grianghraf di feicthe ag na milliúin ó shin . </s><s> Agus bholaíodh sé í . </s><s> Bróg leathair . </s><s> Dhá bhliain ina dhiaidh sin , tar éis dó","a","dheimhniú ón scáileán slándála nach éinne eile a bhí ann , chuaigh Randal go dtí an doras chun beart cláraithe a"
"doc#27","bholaíodh sé í . </s><s> Bróg leathair . </s><s> Dhá bhliain ina dhiaidh sin , tar éis dó a dheimhniú ón scáileán slándála nach éinne eile","a","bhí ann , chuaigh Randal go dtí an doras chun beart cláraithe a ghlacadh ó fhear an phoist . </s><s> Postmharc Phittsburgh . </s>"
"doc#27","dó a dheimhniú ón scáileán slándála nach éinne eile a bhí ann , chuaigh Randal go dtí an doras chun beart cláraithe","a","ghlacadh ó fhear an phoist . </s><s> Postmharc Phittsburgh . </s><s> Físeán a bhí sa bheart . </s><s> Agus nóta : '' Tá súil agam nach bhfuil an bhróg"
"doc#27","ann , chuaigh Randal go dtí an doras chun beart cláraithe a ghlacadh ó fhear an phoist . </s><s> Postmharc Phittsburgh . </s><s> Físeán","a","bhí sa bheart . </s><s> Agus nóta : '' Tá súil agam nach bhfuil an bhróg ag luí rómhór ort ... '' Síniú Kleinstein . </s><s> An bastart . </s><s> Conas a -"
"doc#27","a bhí sa bheart . </s><s> Agus nóta : '' Tá súil agam nach bhfuil an bhróg ag luí rómhór ort ... '' Síniú Kleinstein . </s><s> An bastart . </s><s> Conas","a","- cé a d'' inis - cad sa - . </s><s> Chuir sé an físeán ar siúl agus bhuail faoi . </s><s> Braoinín allais ag sileadh dá chroiméal tanaí . </s>"
"doc#27","sa bheart . </s><s> Agus nóta : '' Tá súil agam nach bhfuil an bhróg ag luí rómhór ort ... '' Síniú Kleinstein . </s><s> An bastart . </s><s> Conas a - cé","a","d'' inis - cad sa - . </s><s> Chuir sé an físeán ar siúl agus bhuail faoi . </s><s> Braoinín allais ag sileadh dá chroiméal tanaí . </s><s> Scannán"
"doc#27","leor , '' Randal ... '' agus chualathas Kleinstein sna trithí , á thachtadh féin nach mór leis an ngáire - '' ach ní hí an bhróg","a","bhuail an bord í , há há há , há há há , ní hí , ach an bhróg a bhí ar an leathchois eile ! </s><s> '' Phléasc Kleinstein arís ina racht"
"doc#27","trithí , á thachtadh féin nach mór leis an ngáire - '' ach ní hí an bhróg a bhuail an bord í , há há há , há há há , ní hí , ach an bhróg","a","bhí ar an leathchois eile ! </s><s> '' Phléasc Kleinstein arís ina racht síoraí gáire . </s><s> D'' ardaigh Randal an fhuaim . </s><s> Trí Athinsint"
"doc#27",". </s><s> Trí Athinsint ón mBéaloideas </s><s> Tuimidín Duine bocht cráifeach ba ea Tuimidín agus é pósta ar bhean chantalach . </s><s> Cén fáth","a","mbíodh sí chomh cantalach sin ? </s><s> Ag Dia amháin atá a fhios , má tá . </s><s> Éad , seans . </s><s> B'' fhéidir go ndeireadh sí léi féin : '' Is"
"doc#27","cráifeach ba ea Tuimidín agus é pósta ar bhean chantalach . </s><s> Cén fáth a mbíodh sí chomh cantalach sin ? </s><s> Ag Dia amháin atá","a","fhios , má tá . </s><s> Éad , seans . </s><s> B'' fhéidir go ndeireadh sí léi féin : '' Is minice Tuimidín ag labhairt le Dia ná é ag labhairt"
"doc#27",": '' Is minice Tuimidín ag labhairt le Dia ná é ag labhairt liomsa . </s><s> '' Cá bhfios ná go raibh an ceart aici , leis . </s><s> Ní fhéadfainn","a","rá . </s><s> Ní raibh aon aithne agamsa ar an mbean . </s><s> Ná ar Thuimidín . </s><s> Níl anseo ach scéal scéil , mar a déarfá . </s><s> N '' fheadar fiú amháin"
"doc#27","aici , leis . </s><s> Ní fhéadfainn a rá . </s><s> Ní raibh aon aithne agamsa ar an mbean . </s><s> Ná ar Thuimidín . </s><s> Níl anseo ach scéal scéil , mar","a","déarfá . </s><s> N '' fheadar fiú amháin cén fáth a bhfuilim á insint . </s><s> Agus ní Tuimidín ab ainm dó ach an oiread . </s><s> Ach is maith liom é"
"doc#27","aon aithne agamsa ar an mbean . </s><s> Ná ar Thuimidín . </s><s> Níl anseo ach scéal scéil , mar a déarfá . </s><s> N '' fheadar fiú amháin cén fáth","a","bhfuilim á insint . </s><s> Agus ní Tuimidín ab ainm dó ach an oiread . </s><s> Ach is maith liom é mar ainm . </s><s> Pé scéal é bhíodh sí ag cur"
"doc#27","Tuimidín ab ainm dó ach an oiread . </s><s> Ach is maith liom é mar ainm . </s><s> Pé scéal é bhíodh sí ag cur isteach air de shíor . </s><s> Cé bhíodh ? </s><s>","A","bhean , cé eile ? </s><s> Ó tugaimis ainm éigin uirthi mar sin ! </s><s> Treasa ? </s><s> Máire ? </s><s> Cití ? </s><s> Is cuma liom . </s><s> Bíodh do rogha agat . </s><s> Bidí ? </s><s> Bidí"
"doc#27","<s> Máire ? </s><s> Cití ? </s><s> Is cuma liom . </s><s> Bíodh do rogha agat . </s><s> Bidí ? </s><s> Bidí mar sin . </s><s> Bhíodh sí ag cur isteach air - Bidí , bhíodh - agus é ag rá","a","phaidreacha . </s><s> Agus is ag Tuimidín a bhí na paidreacha . </s><s> Agus na horthaí , leis . </s><s> Th '' anam ón diabhal ní bheadh a fhios agat"
"doc#27","rogha agat . </s><s> Bidí ? </s><s> Bidí mar sin . </s><s> Bhíodh sí ag cur isteach air - Bidí , bhíodh - agus é ag rá a phaidreacha . </s><s> Agus is ag Tuimidín","a","bhí na paidreacha . </s><s> Agus na horthaí , leis . </s><s> Th '' anam ón diabhal ní bheadh a fhios agat leath den am an paidir nó briocht a bhí"
"doc#27","- agus é ag rá a phaidreacha . </s><s> Agus is ag Tuimidín a bhí na paidreacha . </s><s> Agus na horthaí , leis . </s><s> Th '' anam ón diabhal ní bheadh","a","fhios agat leath den am an paidir nó briocht a bhí sé a rá . </s><s> An fear bocht . </s><s> Ní bhfaigheadh sé aon suaimhneas go deo agus an"
"doc#27","a bhí na paidreacha . </s><s> Agus na horthaí , leis . </s><s> Th '' anam ón diabhal ní bheadh a fhios agat leath den am an paidir nó briocht","a","bhí sé a rá . </s><s> An fear bocht . </s><s> Ní bhfaigheadh sé aon suaimhneas go deo agus an bháirseach anuas air , mar sin cad a dhein sé , mo"
"doc#27","na paidreacha . </s><s> Agus na horthaí , leis . </s><s> Th '' anam ón diabhal ní bheadh a fhios agat leath den am an paidir nó briocht a bhí sé","a","rá . </s><s> An fear bocht . </s><s> Ní bhfaigheadh sé aon suaimhneas go deo agus an bháirseach anuas air , mar sin cad a dhein sé , mo"
