"Reference","Left","KWIC","Right"
"doc#8","uirthi maidir léi : </s><s> Dúirt sí uair amháin go raibh áthas uirthi nár bhain sí leis an nglúin a chaillfeadh an Ghaeilge","go","deo - chuir smaoineamh ar Éire gan Ghaeilge gruaim uirthi . </s><s> ( Ó Ciosáin , T & B , lch . </s><s> 176 ) </s><s> Sna blianta a lean chuir sí go mór le"
"doc#8","go deo - chuir smaoineamh ar Éire gan Ghaeilge gruaim uirthi . </s><s> ( Ó Ciosáin , T & B , lch . </s><s> 176 ) </s><s> Sna blianta a lean chuir sí","go","mór le litríocht na Gaeilge , go mór mór ó thaobh an méid téacsleabhar Gaeilge a scríobh sí agus chuir sí go mór le forbairt"
"doc#8","ar Éire gan Ghaeilge gruaim uirthi . </s><s> ( Ó Ciosáin , T & B , lch . </s><s> 176 ) </s><s> Sna blianta a lean chuir sí go mór le litríocht na Gaeilge ,","go","mór mór ó thaobh an méid téacsleabhar Gaeilge a scríobh sí agus chuir sí go mór le forbairt dhrámaíocht na Gaeilge . </s><s> Is"
"doc#8","a lean chuir sí go mór le litríocht na Gaeilge , go mór mór ó thaobh an méid téacsleabhar Gaeilge a scríobh sí agus chuir sí","go","mór le forbairt dhrámaíocht na Gaeilge . </s><s> Is cosúil go raibh baint ag Máiréad le cúrsaí drámaíochta i bhfad sular"
"doc#8","mór ó thaobh an méid téacsleabhar Gaeilge a scríobh sí agus chuir sí go mór le forbairt dhrámaíocht na Gaeilge . </s><s> Is cosúil","go","raibh baint ag Máiréad le cúrsaí drámaíochta i bhfad sular thosaigh sí ag scríobh drámaí . </s><s> Tá a hainm luaite leis an"
"doc#8","<s> Déanann Máiréad féin cur síos ar na blianta céanna in agallamh raidió ar an gclár '' Forty Years of Broadcasting '' . </s><s> Deir sí","go","raibh an clár seo do pháistí iontach . </s><s> Ceann de na fáthanna a bhí leis seo , dar léi , ná go raibh aisteoirí agus daoine eile"
"doc#8","Years of Broadcasting '' . </s><s> Deir sí go raibh an clár seo do pháistí iontach . </s><s> Ceann de na fáthanna a bhí leis seo , dar léi , ná","go","raibh aisteoirí agus daoine eile sásta páirt a ghlacadh ann saor in aisce , agus chomh maith leis sin , níor thuig sí"
"doc#8","ar an stáisiún agus dúirt sé léi gur duine eile a scríobh an dráma . </s><s> Déanann sí an-gháire faoi seo san agallamh . </s><s> Is cosúil","go","raibh an-spórt ag baint le Máiréad Ní Ghráda . </s><s> Chomh maith le bheith ag obair leis an gclár do pháistí , bhí Máiréad i"
"doc#8","announcer in Ireland or Britain , when she was appointed by Raidió Éireann . </s><s> '' </s><s> ( Irish Press , 14ú Meitheamh 1971 ) </s><s> Ós rud é","go","raibh deacrachtaí aici i dtús báire agus í ag iarraidh an post a fháil le 2RN mar gheall gur bhean phósta a bhí inti , ba"
"doc#8","éirigh léi agus gurb í an chéad bhanchraoltóir in Éirinn nó fiú amháin i Sasana . </s><s> Is cinnte nach raibh sé éasca di ós rud é","go","raibh beirt ghasúr óga aici . </s><s> Deir sí ar an gclár raidió '' Forty Years of Broadcasting '' go raibh sí ag obair ar an stáisiún"
"doc#8","nach raibh sé éasca di ós rud é go raibh beirt ghasúr óga aici . </s><s> Deir sí ar an gclár raidió '' Forty Years of Broadcasting ''","go","raibh sí ag obair ar an stáisiún chuile Nollaig ar feadh deich mbliana . </s><s> Is cosúil gur oibrigh Máiréad ar go leor"
"doc#8","'' go raibh sí ag obair ar an stáisiún chuile Nollaig ar feadh deich mbliana . </s><s> Is cosúil gur oibrigh Máiréad ar","go","leor scripteanna raidió i rith na tréimhse a chaith sí mar chraoltóir . </s><s> I gcartlann R.T.É. tá dráma raidió le fáil ar a"
"doc#8","1935. Bhí Fianna Fáil tar éis teacht i gcumhacht i mí an Mhárta 1932 agus leis an athrú seo rialtais tháinig an riail","go","raibh na daoine a cuireadh amach as na poist stáit roimhe sin chun a bheith fostaithe arís : </s><s> . </s><s> . </s><s> . </s><s> the re-instatement of"
"doc#8","Director . </s><s> ( Forty years of Irish Broadcasting lch . </s><s> 83 ) </s><s> Tugadh post ar ais dá fear céile ach ní raibh aon bhealach ann","go","bhféadfadh Máiréad fanacht ag obair go lánaimseartha in eagras Stáit tar éis dó dul ar ais . </s><s> Bhí riail nua tar éis"
"doc#8","lch . </s><s> 83 ) </s><s> Tugadh post ar ais dá fear céile ach ní raibh aon bhealach ann go bhféadfadh Máiréad fanacht ag obair","go","lánaimseartha in eagras Stáit tar éis dó dul ar ais . </s><s> Bhí riail nua tar éis teacht i bhfeidhm nach raibh cead ag bean"
"doc#8","tar éis teacht i bhfeidhm nach raibh cead ag bean phósta oibriú má bhí a fear céile ag obair . </s><s> Lean sí ar aghaidh ag obair","go","páirtaimseartha don stáisiún , áfach . </s><s> Chaith sí na blianta mar shampla ag ullmhú na gceisteanna don chlár '' Question"
"doc#8","sí post Risteaird Uí Fhoghlú ( Fiachra Éilgeach ) , an príomheagarthóir , nuair a d'' éirigh seisean as . </s><s> Scríobh Máiréad","go","leor téacsanna scoile sa tréimhse a chaith sí le Brún agus Ó Nualláin . </s><s> I measc na dtéacsanna a scríobh sí tá Sraith na"
"doc#8","ón gceathrú heagrán ar aghaidh , feictear ceachtanna gramadaí le Máiréad Ní Ghráda ann . </s><s> Líon na ceachtanna Gaeilge seo","go","leor spáis san iris agus toisc go raibh na leathanaigh sin le fáil i lár na hirise , b'' fhéidir an píosa áirithe sin a"
"doc#8","feictear ceachtanna gramadaí le Máiréad Ní Ghráda ann . </s><s> Líon na ceachtanna Gaeilge seo go leor spáis san iris agus toisc","go","raibh na leathanaigh sin le fáil i lár na hirise , b'' fhéidir an píosa áirithe sin a tharraingt amach . </s><s> Ní hamháin go raibh"
"doc#8","toisc go raibh na leathanaigh sin le fáil i lár na hirise , b'' fhéidir an píosa áirithe sin a tharraingt amach . </s><s> Ní hamháin","go","raibh ceachtanna gramadaí ann ach scéalta , stair , béaloideas , tíreolas agus ceol chomh maith . </s><s> Sna ceachtanna"
"doc#8","gramadaí ann ach scéalta , stair , béaloideas , tíreolas agus ceol chomh maith . </s><s> Sna ceachtanna gramadaí féin bhí","go","leor pictiúr agus cluichí . </s><s> Is cosúil gur theastaigh ó Mháiréad a thaispeáint go bhféadfaí taitneamh a bhaint as"
"doc#8",". </s><s> Sna ceachtanna gramadaí féin bhí go leor pictiúr agus cluichí . </s><s> Is cosúil gur theastaigh ó Mháiréad a thaispeáint","go","bhféadfaí taitneamh a bhaint as foghlaim na Gaeilge . </s><s> Is cinnte go raibh go leor oibre curtha isteach sna ceachtanna sin"
"doc#8",". </s><s> Is cosúil gur theastaigh ó Mháiréad a thaispeáint go bhféadfaí taitneamh a bhaint as foghlaim na Gaeilge . </s><s> Is cinnte","go","raibh go leor oibre curtha isteach sna ceachtanna sin aici . </s><s> Deir Ursula Ní Dhálaigh , bean a bhí ag obair le Máiréad sa"
"doc#8","gur theastaigh ó Mháiréad a thaispeáint go bhféadfaí taitneamh a bhaint as foghlaim na Gaeilge . </s><s> Is cinnte go raibh","go","leor oibre curtha isteach sna ceachtanna sin aici . </s><s> Deir Ursula Ní Dhálaigh , bean a bhí ag obair le Máiréad sa chomhlacht"
"doc#8","Máiréad sa chomhlacht Brún & Ó Nualláin : </s><s> Scéimeanna a scanródh daoine ba lú misneach agus cumas , thugadh Máiréad fúthu","go","gealgháireach , réchúiseach . </s><s> Ba chuma cén t-ábhar a bhí idir lámha aici , chaitheadh sí gach dúthracht le barr feabhais"
"doc#8","Oideachais agus a chuir an Seabhac in eagar sa tsraith '' Cluichí Gearra '' . </s><s> Bhí tuairimí láidre ag Máiréad faoi céard","go","díreach a bhí ag teastáil i dtaobh na drámaíochta do pháistí . </s><s> Tá sé sin le feiceáil sa script raidió An Drámaíocht sa"
"doc#8","sa script raidió An Drámaíocht sa Chathair a scríobh sí fad agus a bhí sí ag obair do Raidió Éireann . </s><s> Deir sí gur cheart","go","mbeadh i bhfad níos mó áiseanna ann le haghaidh drámaíochta do pháistí , agus go raibh i bhfad níos mó bunscripteanna ag"
"doc#8","do Raidió Éireann . </s><s> Deir sí gur cheart go mbeadh i bhfad níos mó áiseanna ann le haghaidh drámaíochta do pháistí , agus","go","raibh i bhfad níos mó bunscripteanna ag teastáil . </s><s> Thuig sí go raibh an drámaíocht mar chuid thábhachtach d'' fhoghlaim"
"doc#8","mó áiseanna ann le haghaidh drámaíochta do pháistí , agus go raibh i bhfad níos mó bunscripteanna ag teastáil . </s><s> Thuig sí","go","raibh an drámaíocht mar chuid thábhachtach d'' fhoghlaim na Gaeilge : </s><s> Is maith agus is ion-mholta an rud caoi a thabhairt"
"doc#8",". </s><s> Tugann sé taithighe dóibh ar labhairt na teangan agus músclaíonn sé suim ionnta i ndrámaíocht na Gaedhilge i dtreo is","go","mbíonn siad mar lucht éisteachta nuair a bhíonn drámaí á léiriú ag dreamanna eile . </s><s> ( An Drámaíocht sa Chathair . </s><s> lch . </s><s> 1 ) </s>"
"doc#8","éisteachta nuair a bhíonn drámaí á léiriú ag dreamanna eile . </s><s> ( An Drámaíocht sa Chathair . </s><s> lch . </s><s> 1 ) </s><s> Luaigh sí chomh maith","go","mba thábhachtach go mbeadh scéalta coitianta an Bhéarla curtha ar fáil do pháistí i nGaeilge , mar shampla Peter Pan le"
"doc#8","bhíonn drámaí á léiriú ag dreamanna eile . </s><s> ( An Drámaíocht sa Chathair . </s><s> lch . </s><s> 1 ) </s><s> Luaigh sí chomh maith go mba thábhachtach","go","mbeadh scéalta coitianta an Bhéarla curtha ar fáil do pháistí i nGaeilge , mar shampla Peter Pan le Barrie agus gur"
"doc#8","agus a leithéid . </s><s> Sna blianta a bhí le teacht bhí Máiréad Ní Ghráda chun na scéalta is coitianta do pháistí a aistriú","go","Gaeilge . </s><s> Tá Gaeilge curtha ar sheanscéalta agus scéalta leis na deartháireacha Grimm mar shampla , Luaithríona ,"
"doc#8",", Feabhra , 1935, lch . </s><s> 7 ) </s><s> Deir sé faoi Hansel agus Gretel : </s><s> Dráma Sídheog eile é '' Hansel is Gretel . </s><s> '' Má tá an sean-sgéal sin","go","simplí , tá adhbhar rí-dhráma ann . </s><s> Ní haon iongnadh é go bhfuil ceol-dráma cliumhail bunaighthe air . </s><s> Tá cruth"
"doc#8",": </s><s> Dráma Sídheog eile é '' Hansel is Gretel . </s><s> '' Má tá an sean-sgéal sin go simplí , tá adhbhar rí-dhráma ann . </s><s> Ní haon iongnadh é","go","bhfuil ceol-dráma cliumhail bunaighthe air . </s><s> Tá cruth Gaedhealach curtha air ag Máiréad Ní Ghráda - an mhóin agus an"
"doc#8","gurb é seo an chéad leabhar dá short a scríobhadh i nGaeilge . </s><s> Is é sin , ficsean eolaíochta . </s><s> ( T & B , lch . </s><s> 179 ) </s><s> Is faoi thuras","go","pláinéad eile atá sé . </s><s> Is cosúil go raibh Máiréad in ann aghaidh a thabhairt ar aon rud . </s><s> Dúirt sí féin faoin úrscéal"
"doc#8","a scríobhadh i nGaeilge . </s><s> Is é sin , ficsean eolaíochta . </s><s> ( T & B , lch . </s><s> 179 ) </s><s> Is faoi thuras go pláinéad eile atá sé . </s><s> Is cosúil","go","raibh Máiréad in ann aghaidh a thabhairt ar aon rud . </s><s> Dúirt sí féin faoin úrscéal Manannán : </s><s> My son begged me , for heaven ''s"
"doc#8","saghdiúirí a mharaítear agus na mná a fhágtar ina ndiaidh . </s><s> Bhí tuiscint faoi leith aici do mhná i gcásanna mar seo ós rud é","go","raibh sí féin i mBaile Átha Cliath i rith an Éirí Amach agus i rith Chogadh na Saoirse . </s><s> Foilsíodh formhór na scéalta seo"
"doc#8","ar an gColáiste sin dráma a léiriú oíche Lá Fhéile Pádraig . </s><s> Deir sí ar an agallamh raidió le hAedín Ní Chaoimh gur léigh sí","go","leor drámaí an chéad bhliain a raibh sí ann agus nach raibh sí sásta le haon cheann acu . </s><s> Is ansin a shocraigh sí ar dhráma a"
"doc#8","le haon cheann acu . </s><s> Is ansin a shocraigh sí ar dhráma a scríobh í féin . </s><s> Scríobh sí An Uacht agus léiríodh sa scoil é . </s><s> Tharla","go","raibh daoine i láthair ag an dráma a cheap go mbeadh sé oiriúnach le léiriú sa Gheata . </s><s> Ba é An Geata a bhí roghnaithe mar"
"doc#8","dhráma a scríobh í féin . </s><s> Scríobh sí An Uacht agus léiríodh sa scoil é . </s><s> Tharla go raibh daoine i láthair ag an dráma a cheap","go","mbeadh sé oiriúnach le léiriú sa Gheata . </s><s> Ba é An Geata a bhí roghnaithe mar Amharclann na nGaedhael ag an gComhar"
"doc#8","Aibréan 1931. Bhí Gearóid Ó Lochlainn sa phríomhpháirt agus léirigh Mícheál Mac Liammóir é . </s><s> Dar le Máiréad : </s><s> D'' éirigh","go","maith leis , agus mar sin a thosnaíos im dhrámadóir . </s><s> '' ( Agallamh Raidió , Aedín Ní Chaoimh ) . </s><s> Idir na blianta 1931 agus"
"doc#8","cé chomh gnóthach agus a bhí sí le Brún & Ó Nualláin , scríobh Máiréad ocht ngearrdhráma , d'' aistrigh sí gearrdhráma","go","Gaeilge agus scríobh sí trí dhráma fhada le cois na ndrámaí do pháistí . </s><s> Léiríodh na drámaí seo in Amharclann na"
"doc#8","An Triail a athscríobh , rud a ndéantar plé níos doimhne air sa tríú caibidil thíos . </s><s> Chreid Máiréad i gcónaí","go","raibh sé tábhachtach go mbeadh baint ghníomhach ag drámadóirí le léiriú a saothar . </s><s> In óráid a thug sí ag oscailt Fhéile"
"doc#8","athscríobh , rud a ndéantar plé níos doimhne air sa tríú caibidil thíos . </s><s> Chreid Máiréad i gcónaí go raibh sé tábhachtach","go","mbeadh baint ghníomhach ag drámadóirí le léiriú a saothar . </s><s> In óráid a thug sí ag oscailt Fhéile Náisiúnta Drámaíochta"
"doc#8","mar chathaoirleach ar Chumann na Scríbhneoirí ar feadh tréimhse mhaith roimhe sin agus , ar ndóigh , chreid sí i gcónaí","go","raibh scríobh na mbundrámaí mar chuid an-tábhachtach d'' fhorbairt na drámaíochta agus rinne sí iarracht inspioráid a"
"doc#8","dhrámadóirí na Gaeilge dul i mbun pinn . </s><s> San óráid chéanna a thug sí ag oscailt an Oireachtais dúirt sí : </s><s> Ná ceapadh éinne","go","bhfuilim i gcoinne na n-aistriúchán . </s><s> Nílim in aon chor . </s><s> Ba mhaith agus ba thairbheach an ní dúinn aistriúcháin a bheith"
"doc#8","a lán le foghlaim againn uathu agus ba chóir gur suim linn a saothar . </s><s> Ach ná bíodh oiread sin plandaí againn ón iasacht is","go","múchfar an lag-ghas lúbach dúchasach . </s><s> ( Ibid , lch 20 ) </s><s> Rinne Máiréad féin '' an lag-ghas lúbach dúchasach '' úd a bheathú"
"doc#8","Gaeilge agus ag obair ar son drámaíocht na Gaeilge a fhorbairt . </s><s> Bhí suim Mháiréad sa pholaitíocht chun dul i gcion","go","mór ar a cuid drámaí chomh maith leis na gearrscéalta . </s><s> Sampla de sin is ea an dráma Breithiúnas atá bunaithe ar shaol"
"doc#8","chomh maith leis na gearrscéalta . </s><s> Sampla de sin is ea an dráma Breithiúnas atá bunaithe ar shaol polaiteora . </s><s> Is cosúil","go","raibh tionchar ag Éarnán de Blaghd ar an dráma seo , go pointe áirithe . </s><s> Deir Tomás Mac Anna : </s><s> Bhí sé soiléir ón dráma go"
"doc#8","an dráma Breithiúnas atá bunaithe ar shaol polaiteora . </s><s> Is cosúil go raibh tionchar ag Éarnán de Blaghd ar an dráma seo ,","go","pointe áirithe . </s><s> Deir Tomás Mac Anna : </s><s> Bhí sé soiléir ón dráma go raibh a lán lán de shaol Mháiréad féin ann - an taithí a bhí"
"doc#8","go raibh tionchar ag Éarnán de Blaghd ar an dráma seo , go pointe áirithe . </s><s> Deir Tomás Mac Anna : </s><s> Bhí sé soiléir ón dráma","go","raibh a lán lán de shaol Mháiréad féin ann - an taithí a bhí aici ar an bpolaitíocht ( bhí sí ina rúnaí ag Earnán de Blaghad"
"doc#8","An T & B . </s><s> lch .11 ) . </s><s> Scríobh Máiréad dráma faoi stailc ocrais pholaitiúil freisin , is é sin , Stailc Ocrais . </s><s> Dealraíonn sé","go","bhfuil sé bunaithe ar an stailc ocrais a eagraíodh í bPríosún Mountjoy i 1920, rud a ndéantar plé níos doimhne air i"
"doc#8","ocrais a eagraíodh í bPríosún Mountjoy i 1920, rud a ndéantar plé níos doimhne air i gcaibidil a dó . </s><s> Is suimiúil an rud é","go","raibh Máiréad agus a fear céile ar dhá thaobh éagsúla fad agus a bhí an Cogadh Cathartha ar siúl , Poblachtach ba ea é"
"doc#8","sa teach , is dócha . </s><s> Sa mhéid atá ráite ag Ó Siadhail faoin gComhar Drámaíochta , chomh maith , cheap roinnt daoine ,","go","mór mór na Poblachtaigh , go raibh baint ag an gComhar le cúrsaí polaitíochta . </s><s> Luann Ó Siadhail na daoine a bhí sa Chomhar"
"doc#8","mhéid atá ráite ag Ó Siadhail faoin gComhar Drámaíochta , chomh maith , cheap roinnt daoine , go mór mór na Poblachtaigh ,","go","raibh baint ag an gComhar le cúrsaí polaitíochta . </s><s> Luann Ó Siadhail na daoine a bhí sa Chomhar a raibh baint acu leis an"
"doc#8","le cúrsaí polaitíochta . </s><s> Luann Ó Siadhail na daoine a bhí sa Chomhar a raibh baint acu leis an gCogadh Cathartha : </s><s> Ní léir","go","raibh baint dhíreach ag bunaitheoirí an Chomhair leis an Chogadh Cathartha , ach bhí Piaras Béaslaí , cinsire míleata"
"doc#8","sa chéad Dáil agus le linn an Chogaidh Chathartha . </s><s> Tá neamhspleáchas Mháiréad le feiceáil sa mhéid sin . </s><s> Ní hamháin","go","raibh sí ar thaobh éagsúil lena fear céile ach bhí baint aici le heagras a bhain le meon polaitíochta nach mbeadh a fear"
"doc#8","in poetry ( lch . </s><s> 199 ) , </s><s> Caithfear a thuiscint nach minic a chuirtí banscríbhneoirí sa chatagóir chéanna leis na fir ,","go","mór mór sa chatagóir chéanna le scríbhneoirí cáiliúla ar nós Uí Chadhain agus Uí Riordáin . </s><s> Feictear sna caibidlí atá"
"doc#8","na Gaeilge . </s><s> Is cinnte gur bean lán fuinnimh a bhí inti ón méid a bhain sí amach sna blianta a chaith sí ar an saol seo go dtí","go","bhfuair sí bás in ospidéal i mBaile Átha Cliath ar an 13 Meitheamh 1971. </s><s> Cóip den chlár de léiriú '' Mícheál '' sa"
"doc#8","Tosaigh & Na Drámaí Láir </s><s> ( i ) Réamhrá : Drámaíocht na Gaeilge : </s><s> I gcúrsaí drámaíochta na Gaedhilge caithfimid a adhmháil","go","bhfuil an bhearna is mó gan líonadh fós . </s><s> Níl aon Amharclann Gaedhealach againn . </s><s> Agus nuair a deirim é sin , ní hé an tigh nó"
"doc#8",", agus an lucht éisteachta . </s><s> ( Ní Ghráda , An Drámaíocht Sa Chathair , Cartlann Raidió 1417, R.T.É. ) </s><s> Ní fios cén dáta","go","díreach ar scríobh Máiréad Ní Ghráda an scríbhinn raidió sin , ach ós rud é go luann sí léirithe de chuid an Chomhair"
"doc#8","Raidió 1417, R.T.É. ) </s><s> Ní fios cén dáta go díreach ar scríobh Máiréad Ní Ghráda an scríbhinn raidió sin , ach ós rud é","go","luann sí léirithe de chuid an Chomhair Dhrámaíochta sa Phéacóg agus ós rud é go raibh sí fós ag obair le 2RN ag an am , is"
"doc#8","an scríbhinn raidió sin , ach ós rud é go luann sí léirithe de chuid an Chomhair Dhrámaíochta sa Phéacóg agus ós rud é","go","raibh sí fós ag obair le 2RN ag an am , is cosúil gur sa tréimhse 1933-34 a scríobhadh í . </s><s> Faoin am seo bhí dhá dhráma léi"
"doc#8","ar fud na tíre . </s><s> ( Ó Siadhail , S.D. G lch . </s><s> 60 ) </s><s> Bhí sé socraithe ag an gComhar i dtús báire le stiúrthóirí na Mainistreach","go","mbeadh úsáid na hAmharclainne acu Luan amháin sa mhí chun drámaí Gaeilge a léiriú . </s><s> I 1924 d'' athraigh an Comhar ó"
"doc#8","na hAmharclainne acu Luan amháin sa mhí chun drámaí Gaeilge a léiriú . </s><s> I 1924 d'' athraigh an Comhar ó chomharchumann","go","compántas aisteoirí , a bhain le Baile Átha Cliath amháin . </s><s> Ní hé sin an t-aon athrú a tháinig ar an gComhar sna blianta a"
"doc#8","in aon amharclann amháin . </s><s> I bhfocla Uí Shiadhail : </s><s> Stocaire a bhíodh sa Sean-Chomhar agus é ag lorg dídine ó fhoirgneamh","go","foirgneamh . </s><s> ( Ibid . </s><s> lch . </s><s> 85 ) </s><s> Mar shampla , tar éis tréimhse rathúil a chaitheamh in Amharclann an Gheata , 1930-1933,"
"doc#8","Comhar na fadhbanna a bhí ann agus chaith siad na blianta ag iarraidh Amharclann Ghaelach a fháil dóibh féin sa chaoi is","go","mbeadh leanúnachas de shaghas éigin ann do dhrámadóirí agus aisteoirí araon . </s><s> Níor éirigh leo é seo a dhéanamh , áfach ,"
"doc#8",". </s><s> Ní mar sin a tharla , áfach . </s><s> In ainneoin dheontas an Chomhair Dhrámaíochta , bhí sé de thuairim ag lucht na Mainistreach","go","raibh sé róchostasach drámaí fada Gaeilge a léiriú ós rud é nach raibh an lucht féachana ann dóibh . </s><s> Bheartaigh siad gan"
"doc#8","na Gaeilge de . </s><s> Gearradh siar níos mó ar na drámaí Gaeilge mar '' chaillfeadh an amharclann an iomarca airgid ,","go","háirithe in Amharclann na Ríona '' ( Ibid . </s><s> lch .90 ) . </s><s> Lean siad ar aghaidh leis an bpolasaí a bhí acu i leith na"
"doc#8","'' ( Ibid . </s><s> lch .90 ) . </s><s> Lean siad ar aghaidh leis an bpolasaí a bhí acu i leith na ngearrdhrámaí . </s><s> I bhfocla Uí Shiadhail : </s><s> ó 1946","go","1955, ní raibh ardán ar fáil le haghaidh drámaí fada Gaeilge sa phríomhchathair . </s><s> ( Ibid . </s><s> lch . </s><s> 90 ) </s><s> Bhí lucht na"
"doc#8","an Chomhair Dhrámaíochta ar an 3ú lá Samhain 1937 agus Éamonn de Barra mar léiritheoir . </s><s> Léiríodh é sa Phéacóg , ós rud é","go","raibh an Comhar aistrithe ar ais ann faoin am seo . </s><s> Is dráma grinn é An Uacht faoi fhear darb ainm Seán Ó Murchú agus an"
"doc#8",". </s><s> Cónaíonn sé le máthair a chéile agus tagann a ghaolta ar fad ar cuairt chuige lá agus é tinn sa leaba . </s><s> Tá sé cloiste acu","go","bhfuil sé tar éis glaoch a chur ar an aturnae chun a uacht a réiteach . </s><s> Taispeántar an tsaint is féidir a bheith sa duine . </s>"
