"Reference","Left","KWIC","Right"
"doc#27","sin ( ón gcúigiú haois déag ) a thabhairt ar ais leis go Pittsburgh . </s><s> Dhera , bíodh aige , é féin is a phuilpid darach agus","go","dtite sí anuas air ! </s><s> Thógfadh sé amach í ó am go chéile agus shnasaíodh í agus bhreathnaíodh sé uirthi . </s><s> Bróg ab ea í a"
"doc#27","ais leis go Pittsburgh . </s><s> Dhera , bíodh aige , é féin is a phuilpid darach agus go dtite sí anuas air ! </s><s> Thógfadh sé amach í ó am","go","chéile agus shnasaíodh í agus bhreathnaíodh sé uirthi . </s><s> Bróg ab ea í a chonaic na milliúin daoine ag an am - bróg a bhfuil"
"doc#27",". </s><s> Athghuthú déanta ag Kleinstein agus an bhuntráchtaireacht glanta den téip . </s><s> '' Ó , sí bróg Khruschev atá agat ceart","go","leor , '' Randal ... '' agus chualathas Kleinstein sna trithí , á thachtadh féin nach mór leis an ngáire - '' ach ní hí an bhróg a"
"doc#27","ar bhean chantalach . </s><s> Cén fáth a mbíodh sí chomh cantalach sin ? </s><s> Ag Dia amháin atá a fhios , má tá . </s><s> Éad , seans . </s><s> B'' fhéidir","go","ndeireadh sí léi féin : '' Is minice Tuimidín ag labhairt le Dia ná é ag labhairt liomsa . </s><s> '' Cá bhfios ná go raibh an ceart aici"
"doc#27",", seans . </s><s> B'' fhéidir go ndeireadh sí léi féin : '' Is minice Tuimidín ag labhairt le Dia ná é ag labhairt liomsa . </s><s> '' Cá bhfios ná","go","raibh an ceart aici , leis . </s><s> Ní fhéadfainn a rá . </s><s> Ní raibh aon aithne agamsa ar an mbean . </s><s> Ná ar Thuimidín . </s><s> Níl anseo ach scéal"
"doc#27","ní bheadh a fhios agat leath den am an paidir nó briocht a bhí sé a rá . </s><s> An fear bocht . </s><s> Ní bhfaigheadh sé aon suaimhneas","go","deo agus an bháirseach anuas air , mar sin cad a dhein sé , mo Thuimidín groí , ach altóirín a thógáil dó féin amuigh ar an"
"doc#27",". </s><s> Ní mar mhagadh atáim . </s><s> Agus is ann a théadh sé gach maidin chun a phaidreacha a rá . </s><s> Agus mar le paidreacha ! </s><s> A Mhaighdean","go","deo . </s><s> Bhíothas dá rá nach paidreacha in aon chor a bhí iontu ach Fiannaíocht . </s><s> Ar m'' anam . </s><s> '' Ar seilg dúinn ar maidin cheo In"
"doc#27","<s> '' Ar seilg dúinn ar maidin cheo In imeallbhorda Locha Léin , Mar a raibh crainn chumhra ba mhilse bláth , Is ceol gach tráth","go","binn ag éin ... '' </s><s> Tharlódh go bhfuil breall orm , ach nach filíocht í sin ? </s><s> Ní fhéadfá paidreoireacht a thabhairt uirthi . </s>"
"doc#27","In imeallbhorda Locha Léin , Mar a raibh crainn chumhra ba mhilse bláth , Is ceol gach tráth go binn ag éin ... '' </s><s> Tharlódh","go","bhfuil breall orm , ach nach filíocht í sin ? </s><s> Ní fhéadfá paidreoireacht a thabhairt uirthi . </s><s> Cad a bhí ar siúl ag Tuimidín"
"doc#27","chor ? </s><s> Ag guí ar son na Féinne i dteanga a thuigfidís - nó ag guí ar son a anama féin ? </s><s> Tháinig aimsir bhaint an arbhair ach","go","háirithe , faoi mar a tháinig an bhliain roimhe sin arís siar go dtí aimsir na réamh-Cheilteach agus roimhe sin arís más"
"doc#27","mbéal na gaoithe agus ba ghairid ina chac báistí é . </s><s> Chuaigh an mheitheal fear abhaile , a fhios acu nach nglanfadh sé arís","go","ham luí na gréine . </s><s> D'' fhan Tuimidín sa ghort , ag obair leis agus é ag bárcadh allais . </s><s> Agus a bhfuil a fhios agat é seo , deoir"
"doc#27","ar do shocracht tú , nach gcuireann ? </s><s> Sin mar is ceart tús a chur le scéal , a mhic ó . </s><s> D'' fhéadfadh scríbhneoirí na nóchaidí","go","leor a fhoghlaim ón seandream , mise á rá leat . </s><s> Tá sé chomh maith sin mar thús go bhfuilim chun é a rá arís . </s><s> Bhí fear ann fadó"
"doc#27","ó . </s><s> D'' fhéadfadh scríbhneoirí na nóchaidí go leor a fhoghlaim ón seandream , mise á rá leat . </s><s> Tá sé chomh maith sin mar thús","go","bhfuilim chun é a rá arís . </s><s> Bhí fear ann fadó agus is é ainm a bhí air ná Aodh Buí . </s><s> Bhí deartháir leis , Caobach , bhí sé"
"doc#27","é ainm a bhí air ná Aodh Buí . </s><s> Bhí deartháir leis , Caobach , bhí sé an-tugtha don ól . </s><s> Bhí sin , ambaist ! </s><s> Chuaigh siad beirt lá","go","Cathair na Mart . </s><s> An ndúirt mé libh gur i Maigh Eo atá sé seo suite ? </s><s> Bhuel , tá ''s agaibh anois é . </s><s> Bhaineadar an baile mór"
"doc#27","láithreach . </s><s> Ní raibh á ól ag Aodh Buí ach racseandaí . </s><s> '' Bog breá anois , a Chaobaigh , '' arsa Aodh Buí leis . </s><s> Ach an dóigh leat","go","dtógfadh sé go bog é ? </s><s> Ná na diabhal é ach é á chaitheamh siar faoi mar a bheadh dóiteán á mhúchadh aige ; agus is dócha , nuair"
"doc#27","raibh á ól ag Aodh Buí ach racseandaí . </s><s> '' Bog breá anois , a Chaobaigh , '' arsa Aodh Buí leis . </s><s> Ach an dóigh leat go dtógfadh sé","go","bog é ? </s><s> Ná na diabhal é ach é á chaitheamh siar faoi mar a bheadh dóiteán á mhúchadh aige ; agus is dócha , nuair a chuimhním"
"doc#27","é ? </s><s> Ná na diabhal é ach é á chaitheamh siar faoi mar a bheadh dóiteán á mhúchadh aige ; agus is dócha , nuair a chuimhním air ,","go","raibh rud éigin ag dó na geirbe aige ach má bhí n '' fheadarsa cén ghearb í . </s><s> Aodh Buí ach go háirithe ag iarraidh srian a"
"doc#27","is dócha , nuair a chuimhním air , go raibh rud éigin ag dó na geirbe aige ach má bhí n '' fheadarsa cén ghearb í . </s><s> Aodh Buí ach","go","háirithe ag iarraidh srian a choimeád ar Chaobach go raibh ina raic agus ina liútar éatar eatarthu . </s><s> Bhí long ag imeacht"
"doc#27","ag dó na geirbe aige ach má bhí n '' fheadarsa cén ghearb í . </s><s> Aodh Buí ach go háirithe ag iarraidh srian a choimeád ar Chaobach","go","raibh ina raic agus ina liútar éatar eatarthu . </s><s> Bhí long ag imeacht as Cathair na Mart . </s><s> Feicit , a deir Aodh Buí leis féin ,"
"doc#27","as Cathair na Mart . </s><s> Feicit , a deir Aodh Buí leis féin , táim bréan den chraic seo agus chuaigh sé ar bord . </s><s> Tuigeadh dó","go","mbeadh saol níos sona aige áit éigin thar lear , Santa Cruz nó áit éigin mar sin faoin ngréin . </s><s> Agus is ann a chuaigh sé agus"
"doc#27","éigin mar sin faoin ngréin . </s><s> Agus is ann a chuaigh sé agus d'' éirigh thar barr ar fad leis . </s><s> Ag plé le rísíní a bhí sé . </s><s> Deirtear","go","raibh na billiúin aige - rísíní , atá mé ag rá . </s><s> Naoi mbliana ar fad a chaith sé ar an gcoigríoch go dtí gur tháinig an lá gur"
"doc#27",". </s><s> Briseann an Dúchas </s><s> Bhí feirmeoir ina chónaí leis féin i gCo . </s><s> Chorcaí . </s><s> Ní leis féin ar fad . </s><s> Bhí cat iontach aige . </s><s> Ní dócha","go","raibh a leithéid de chat ag aon duine riamh roimhe sin , ná ó shin dá n-abrainn é . </s><s> Cén t-ainm a bhí ar an gcat , meas tú ? </s><s> Pangur"
"doc#27","ola agus fáideoga a d'' úsáidtí agus mura bhfuil fhios agat cad iad na rudaí sin buail isteach chuig Ionad Oidhreachta","go","beo . </s><s> Cén cleas a bhí ag Pangur Bán ach go háirithe - éist leis seo - suí ar an mbord agus coinneal bhán idir a dhá lapa aige fad"
"doc#27","mura bhfuil fhios agat cad iad na rudaí sin buail isteach chuig Ionad Oidhreachta go beo . </s><s> Cén cleas a bhí ag Pangur Bán ach","go","háirithe - éist leis seo - suí ar an mbord agus coinneal bhán idir a dhá lapa aige fad a bhíodh an Skibereen Eagle á léamh ag a"
"doc#27","dul ag siúl ansin agus ní túisce amach an doras é ná bhí an choinneal múchta ag an gcat d'' aon phuth amháin . </s><s> An-chat","go","deo ab ea é agus leath a cháil ar fud na Mumhan . </s><s> Lá amháin , cé a nocht sa doras ach scoláire bocht ó Shliabh Luachra . </s><s> Bhí sé"
"doc#27","mé geall nach gcoinneoidh sé an choinneal idir a dhá lapa an chéad uair eile ! </s><s> '' '' Níor theip sé fós orm ! </s><s> '' arsa an feirmeoir","go","teann . </s><s> '' Bíodh ina gheall ! </s><s> '' Chuir siad IRP5 gill lena chéile . </s><s> Airgead mór ba ea é sin san am . </s><s> Bhí súil ag an scoláire dá"
"doc#27","gheall ! </s><s> '' Chuir siad IRP5 gill lena chéile . </s><s> Airgead mór ba ea é sin san am . </s><s> Bhí súil ag an scoláire dá mbuafadh sé an geall","go","mbeadh ar a chumas scata leabhar a cheannach dó féin . </s><s> An tráthnóna dár gcionn shuigh an bheirt acu chun boird , crúibín"
"doc#27","dá lapa aige . </s><s> Cad a bhí ina phóca ag fear Shliabh Luachra ach dhá luch . </s><s> Scaoil sé luch acu trasna an bhoird . </s><s> D'' fhéach an cat","go","géar ar an luch . </s><s> Ach níor chorraigh cluas ná ribe féasóige . </s><s> Theith an luch agus bhí súile an chait á leanúint . </s><s> Nocht braon"
"doc#27","díom an chéad rud ar maidin , '' Scéala ar bith ón gCeardchumann ? </s><s> '' agus tagann lagmhisneach orm . </s><s> Croithim mo cheann","go","dubhach . </s><s> '' Amárach , b'' fhéidir , '' a deirim os íseal , ag ligean orm . </s><s> An dtuigeann tú , tá an litir fós sa tarraiceán agus mé"
"doc#27","os íseal , ag ligean orm . </s><s> An dtuigeann tú , tá an litir fós sa tarraiceán agus mé meáite i gcónaí ar P.S. a chur léi a mhíneodh","go","beacht práinneach an tsáinn ina bhfuilimid . </s><s> Ach tá pairilis orm , lagachar . </s><s> Níl aon ní ionam ag bíogadh níos mó . </s><s> Atuirse"
"doc#27",", gan bhrí . </s><s> Atuirse . </s><s> Ní raibh a fhios ag an bhfoireann cad ba cheart a dhéanamh . </s><s> Dul ar stailc ? </s><s> Sa deireadh socraíodh","go","scríobhfaí go dtí an Ceardchumann . </s><s> Ormsa a thit sé an litir a dhréachtadh : </s><s> '' A Chara , Tá Oifigigh na Roinne seo buartha"
"doc#27","nár tháinig an tEarrach arís i mbliana . </s><s> Chuireas in iúl duit taca an ama seo anuraidh - Uimh . </s><s> Thag . </s><s> 001 E , 2 Aibreán 1995 -","go","raibh míshuaimhneas agus callshaoth ar Oifigigh na Roinne seo . </s><s> Mairimid i Liombó . </s><s> Deir na glantóirí linn go bhfuil"
"doc#27","1995 - go raibh míshuaimhneas agus callshaoth ar Oifigigh na Roinne seo . </s><s> Mairimid i Liombó . </s><s> Deir na glantóirí linn","go","bhfuil teipthe glan orthu an ruaig a chur ar théada an damháin alla agus gur gá fios a chur ar speisialtóir ó Oifig na"
"doc#27",". </s><s> Creideann Oifigigh na Roinne seo - an dá scór díobh ar baill den Cheardchumann iad - gur den riachtanas é sinn a aistriú","go","foirgneamh nua agus a luaithe is ea is fearr . </s><s> Bheifí buíoch díot ach ... '' etc . </s><s> , etc . </s><s> Níl ansin ach blas den litir . </s><s> Lá go"
"doc#27","go foirgneamh nua agus a luaithe is ea is fearr . </s><s> Bheifí buíoch díot ach ... '' etc . </s><s> , etc . </s><s> Níl ansin ach blas den litir . </s><s> Lá","go","leith a chaitheas á dréachtadh . </s><s> Spíonta a bhíos ina diaidh . </s><s> Níl sí curtha sa phost agam go fóill . </s><s> Nílim sásta léi . </s><s> Agus dá"
"doc#27","<s> Níl ansin ach blas den litir . </s><s> Lá go leith a chaitheas á dréachtadh . </s><s> Spíonta a bhíos ina diaidh . </s><s> Níl sí curtha sa phost agam","go","fóill . </s><s> Nílim sásta léi . </s><s> Agus dá mbeinn féin níl a fhios agam an bhfuil an fuinneamh ionam an clúdach a líreac agus é a chur"
"doc#27","an clúdach a líreac agus é a chur sa Trádaire ar a bhfuil AMACH scríofa . </s><s> Atuirse . </s><s> Bhíos ag an dochtúir le déanaí , ag súil","go","bhfaighinn Teastas uaithi i dtreo is go bhféadfainn seachtain a chaitheamh sa bhaile agus teacht chugam féin arís . </s>"
"doc#27","ar a bhfuil AMACH scríofa . </s><s> Atuirse . </s><s> Bhíos ag an dochtúir le déanaí , ag súil go bhfaighinn Teastas uaithi i dtreo is","go","bhféadfainn seachtain a chaitheamh sa bhaile agus teacht chugam féin arís . </s><s> Thug sí instealladh vitimíní agus mianraí"
"doc#27","agus teacht chugam féin arís . </s><s> Thug sí instealladh vitimíní agus mianraí dom ach , ar sí , '' Níl faic ort . </s><s> '' Dúrtsa léi ansin","go","raibh an foirgneamh tinn , an foirgneamh ina mbím ag obair . </s><s> '' Ní lia foirgnimh mé , '' ar sí . </s><s> Tá mo chomhghleacaithe faighte"
"doc#27","ní bhíonn a fhios acu i gceart cá bhfuilid ná cén séasúr é ná cén t-am den lá é ? </s><s> Is é an dála céanna againne é . </s><s> Tá na fuinneoga","go","léir ar leathadh i gcónaí ach is cosúil go mbeidh an stálaíocht ann go buan . </s><s> Atuirse . </s><s> Dealraíonn sé go bhfuil an chathair"
"doc#27","ná cén séasúr é ná cén t-am den lá é ? </s><s> Is é an dála céanna againne é . </s><s> Tá na fuinneoga go léir ar leathadh i gcónaí ach is cosúil","go","mbeidh an stálaíocht ann go buan . </s><s> Atuirse . </s><s> Dealraíonn sé go bhfuil an chathair chomh beo is a bhí sí riamh . </s><s> Cloisim an"
"doc#27","lá é ? </s><s> Is é an dála céanna againne é . </s><s> Tá na fuinneoga go léir ar leathadh i gcónaí ach is cosúil go mbeidh an stálaíocht ann","go","buan . </s><s> Atuirse . </s><s> Dealraíonn sé go bhfuil an chathair chomh beo is a bhí sí riamh . </s><s> Cloisim an trup . </s><s> Chím crainn tógála bhuí"
"doc#27","é . </s><s> Tá na fuinneoga go léir ar leathadh i gcónaí ach is cosúil go mbeidh an stálaíocht ann go buan . </s><s> Atuirse . </s><s> Dealraíonn sé","go","bhfuil an chathair chomh beo is a bhí sí riamh . </s><s> Cloisim an trup . </s><s> Chím crainn tógála bhuí ar fhíor na spéire agus iad"
"doc#27","an chathair chomh beo is a bhí sí riamh . </s><s> Cloisim an trup . </s><s> Chím crainn tógála bhuí ar fhíor na spéire agus iad cruógach","go","maith ó mhaidin ... is geall le - cad a thugann tú ar na héin mhóra réamhstairiúla úd , nílim in ann teacht orthu i bhfoclóir"
"doc#27",", nach ea ? </s><s> Is geall le teireadachtalaigh iad i gcoimhlint gan ghlór . </s><s> Cinneadh </s><s> Tar éis sé mhí bhí a fhios aige","go","raibh sé i ngrá . </s><s> Ní fhéadfadh sé a rá conas ná cén fáth mar nach bhfaca sé i gceart riamh í . </s><s> Níorbh eol dó a hainm , a sloinne ,"
"doc#27","sí frámaithe san fhuinneog . </s><s> Ar feadh meandair bhig . </s><s> Shlogadh an foirgneamh arís í . </s><s> Gan taise . </s><s> D'' fhanadh sí ina aigne","go","buan , áfach , chomh deas le hainnir úd Vermeer agus an litir á léamh aici . </s><s> Cén fuadar a bhí fúithi ? </s><s> Cérbh í féin ? </s><s> Saothar"
"doc#27","í féin ? </s><s> Saothar ealaíne ? </s><s> Cad iad seacht gcúraimí an tsléibhe a chaithfeadh sí a chur di ? </s><s> Seachas cupán caife a iompar","go","grástúil chuig fireannach éigin ó am go a chéile . </s><s> Shaoródh seisean ón gcallóid í lá breá éigin , a gheall sé . </s><s> Bleid a"
"doc#27","gcúraimí an tsléibhe a chaithfeadh sí a chur di ? </s><s> Seachas cupán caife a iompar go grástúil chuig fireannach éigin ó am","go","a chéile . </s><s> Shaoródh seisean ón gcallóid í lá breá éigin , a gheall sé . </s><s> Bleid a bhualadh uirthi : '' Mise Somhairle . </s><s> Seans"
"doc#27","a bhualadh uirthi : '' Mise Somhairle . </s><s> Seans nach bhfuil aithne shúl agat orm fiú amháin , ach táimid ag obair cóngarach","go","maith dá chéile . </s><s> Ní hea , ní san aon fhoirgneamh ... gabh mo leithscéal , más é sin a bhí tú ar tí a rá ... díreach trasna uait"
"doc#27","atáimse , ar an taobh eile den tsráid , ar an urlár céanna , mar a tharlaíonn . </s><s> '' '' An bhfuil déshúiligh nó teileascóp agat","go","rabhais in ann mé a aimsiú ? </s><s> '' Gháirfeadh sé . </s><s> '' Níl a fhios agam ar aimsíos riamh thú . </s><s> Más neach inaimsithe thú ... '' ''"
"doc#27","in ann mé a aimsiú ? </s><s> '' Gháirfeadh sé . </s><s> '' Níl a fhios agam ar aimsíos riamh thú . </s><s> Más neach inaimsithe thú ... '' '' Caithfidh","go","gcaitheann tú cuid mhaith ama ag stánadh amach an fhuinneog mar sin ... '' '' Buíochas le Dia ... '' ( a thabharfadh le fios gur"
"doc#27","agus liúntas atáim - taisteal is mó - sa Roinn Oideachais . </s><s> Tá ''s agat , ard-státseirbhísigh ag dul chun na Bruiséile nó","go","Baile Átha Luain , ar chúis amháin nó ar chúis eile ! </s><s> '' '' Bí cinnte gur ar chúis eile í ... '' ( Acmhainn grinn aici . </s><s> Ar fheabhas"
"doc#27","gur ar chúis eile í ... '' ( Acmhainn grinn aici . </s><s> Ar fheabhas . </s><s> ) '' Ní fhéadfainn a rá gur obair seachtaine atá ann . </s><s> Dhá lá","go","leith , ar meán , a thógann sé orm ... '' '' Tuigim , agus caitheann tú an chuid eile den tseachtain ag faire ormsa ? </s><s> Níl fhios"
"doc#27","ormsa ? </s><s> Níl fhios agam an mbraithim ar mo shuaimhneas faoi sin ... '' An dtarlódh caidreamh - an caidreamh corrach féin -","go","deo eatarthu ? </s><s> Uaireanta shíl sé go gcaithfeadh go raibh tonnta teileapaiteacha ag éalú uaidh anonn chuici . </s><s> Lá éigin"
"doc#27","ar mo shuaimhneas faoi sin ... '' An dtarlódh caidreamh - an caidreamh corrach féin - go deo eatarthu ? </s><s> Uaireanta shíl sé","go","gcaithfeadh go raibh tonnta teileapaiteacha ag éalú uaidh anonn chuici . </s><s> Lá éigin stopfadh sí ina staic san fhuinneog . </s>"
"doc#27","faoi sin ... '' An dtarlódh caidreamh - an caidreamh corrach féin - go deo eatarthu ? </s><s> Uaireanta shíl sé go gcaithfeadh","go","raibh tonnta teileapaiteacha ag éalú uaidh anonn chuici . </s><s> Lá éigin stopfadh sí ina staic san fhuinneog . </s><s> Líon a"
"doc#27","is céad slat uaidh , ar foluain , geall leis , lá i ndiaidh lae , seachtain i ndiaidh seachtaine . </s><s> Samhlaíodh dó , lá ,","go","raibh sé in ann a cumhrán a bholú . </s><s> An tslí a bhogadh sí . </s><s> B'' in é . </s><s> Ba gheall le taispeántas bailé é i lár an lae ghléigil . </s>"
"doc#27",". </s><s> Dlíodóirí ? </s><s> Comhlacht taistil ? </s><s> Gnólacht postdíola ? </s><s> Bhí rud amháin cinnte . </s><s> Is iad a bhí gnóthach . </s><s> D'' fhéadfadh","go","bhfuil airgead á charnadh aici sin go tiubh , a bhuachaill , agus nach mbeadh faic ag do leithéidse , státseirbhíseach ,"
"doc#27","? </s><s> Gnólacht postdíola ? </s><s> Bhí rud amháin cinnte . </s><s> Is iad a bhí gnóthach . </s><s> D'' fhéadfadh go bhfuil airgead á charnadh aici sin","go","tiubh , a bhuachaill , agus nach mbeadh faic ag do leithéidse , státseirbhíseach , le tairiscint di , go bhfuil sí ar"
"doc#27","charnadh aici sin go tiubh , a bhuachaill , agus nach mbeadh faic ag do leithéidse , státseirbhíseach , le tairiscint di ,","go","bhfuil sí ar thuarastal i bhfad níos airde ná thú , go dtéann sí ar saoire chuig áiteanna ar nós Bali . </s><s> Lá amháin ghabh"
"doc#27","mbeadh faic ag do leithéidse , státseirbhíseach , le tairiscint di , go bhfuil sí ar thuarastal i bhfad níos airde ná thú ,","go","dtéann sí ar saoire chuig áiteanna ar nós Bali . </s><s> Lá amháin ghabh scata mac léinn thar bráid agus iad i mbun léirsithe . </s>"
"doc#27",". </s><s> Thug sé faoi deara fear a raibh léine ghorm air , na muinchillí corntha , agus é ina sheasamh laistiar di . </s><s> B'' fhacthas dó","go","raibh sé in ann an clúmh ar a lámha a fheiceáil , rud nárbh fhéidir , ar ndóigh , nuair a smaoinigh sé arís air . </s><s> Dhruid sé níos"
"doc#27","iad . </s><s> Bhí a fhios aige ar an toirt cad a chaithfeadh sé a dhéanamh . </s><s> Ní anocht . </s><s> Ní istoíche amárach . </s><s> Oíche éigin . </s><s> B'' eol dó","go","beacht cad a bhí le déanamh . </s><s> Ba bhotún é rud ar bith a dhéanamh de shéirse . </s><s> Tar éis an tsaoil , bhí go leor ama aige chun an"
"doc#27",". </s><s> Oíche éigin . </s><s> B'' eol dó go beacht cad a bhí le déanamh . </s><s> Ba bhotún é rud ar bith a dhéanamh de shéirse . </s><s> Tar éis an tsaoil , bhí","go","leor ama aige chun an gníomh a bheartú go cruinn . </s><s> B'' ait leis é mar mhothú agus rud nár airigh sé leis na cianta ... meangadh"
"doc#27","le déanamh . </s><s> Ba bhotún é rud ar bith a dhéanamh de shéirse . </s><s> Tar éis an tsaoil , bhí go leor ama aige chun an gníomh a bheartú","go","cruinn . </s><s> B'' ait leis é mar mhothú agus rud nár airigh sé leis na cianta ... meangadh sásaimh . </s><s> Spéic </s><s> Trí bliana go leith a bhí"
"doc#27","a bheartú go cruinn . </s><s> B'' ait leis é mar mhothú agus rud nár airigh sé leis na cianta ... meangadh sásaimh . </s><s> Spéic </s><s> Trí bliana","go","leith a bhí caite ag Ciarán Ó Ciardha sna Stáit Aontaithe , agus é ag plé le leas cultúrtha na Meiriceánach Dúchasach ,"
"doc#27","cultúrtha na Meiriceánach Dúchasach , nuair a chuir sé isteach ar phost sa bhaile in Éirinn . </s><s> Ní foláir nó bhíothas sásta","go","maith lena cháilíochtaí san antraipeolaíocht agus lena thaithí oibre thar lear mar glaodh chun agallaimh air ; ní hin"
"doc#27","anseo a fhuascailt , tá géarghá le cúrsaí inseirbhíse a sholáthar dóibh siúd a bheadh ag freastal ar chuairteoirí","go","lánaimseartha , cúrsaí a thabharfadh le tuiscint dóibh caidé na slite is éifeachtaí le deimhin a dhéanamh de go mbeidh"
"doc#27","go lánaimseartha , cúrsaí a thabharfadh le tuiscint dóibh caidé na slite is éifeachtaí le deimhin a dhéanamh de","go","mbeidh saoire thaithneamhach acu . </s><s> Chuirfeadh sé iontas ar dhuine an méid daoine atá leithscéalach faoi ghníomh"
"doc#27","dó féin agus chaith siar d'' aonslog amháin é . </s><s> '' A Dhia na bhFeart , '' ar seisean leis féin , '' an gá cúrsaí a eagrú chun","go","bhfoghlaimeodh na Gaeil conas lámh a shíneadh amach - sa tslí go dtuigfí don strainséir an chiall a bhí leis - fáilte"
"doc#27",", '' ar seisean leis féin , '' an gá cúrsaí a eagrú chun go bhfoghlaimeodh na Gaeil conas lámh a shíneadh amach - sa tslí","go","dtuigfí don strainséir an chiall a bhí leis - fáilte seachas déircínteacht ? </s><s> Ireland of the Welcomes , a mhic-ó ! </s><s> '' Líon sé"
"doc#27","lóistín anois nach dtairgeann muesli don chuairteoir mar chuid den Irish Breakfast a mbítear ag maíomh as . </s><s> Sna tithe","go","léir inar fhan mé , ach ceann amháin , is muesli de dhéantús Shasana a tairgeadh dom , bíodh go bhfuil dhá shaghas ar a"
"doc#27","ag maíomh as . </s><s> Sna tithe go léir inar fhan mé , ach ceann amháin , is muesli de dhéantús Shasana a tairgeadh dom , bíodh","go","bhfuil dhá shaghas ar a laghad á ndéanamh sa stát seo ... '' '' A Mhuire , '' arsa Ciarán os íseal , bhain súimín as a ghloine agus"
